ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Media_IDs,Sense_IDs,Sources,alt_translation1
XV000783,kgv,Manado bo warta magaripta eba ma luk.,,,Manado went fishing and came back at sunset.,,,,SN001213,Fajaria Yarkuran,Manado pi pancing sampai magrib baru dia datang.
XV000784,kgv,Sontum mumahap owangga ra rapat.,sontum\tmu\t-mahap\towangga\tra\trapat\t.,person\t3PL\tall\tF.DIST.LAT\tmove.path; install; become\tmeet\t,Everyone went there to meet.,,,,SN001214,Fajaria Yarkuran,Orang-orang semua pigi di sana rapat.
XV000785,kgv,Mariyam me namun Mahem.,,,Mariyam's husband is from Fakfak.,,,,SN001215,Fajaria Yarkuran,Mariyam pu laki itu orang Fakfak.
XV000786,kgv,Kewe ma me main.,,,That's his house.,,,,SN001217,Fajaria Yarkuran,Rumah itu dia punya.
XV000787,kgv,Sor wa me mais.,,,This fish is spoiled.,,,,SN001218,Fajaria Yarkuran,Ikan ini sudah melek.
XV000788,kgv,Tanggor me mal reidak.,,,There are many rabbitfish at Tanggor.,,,,SN001220,Fajaria Yarkuran,Di manggi-manggi samandar banyak.
XV000789,kgv,Tumtum epka wa me malaimangsaet.,,,The kids these days just speak Indonesian.,,,,SN001223,Fajaria Yarkuran,Anak-anak sekarang ini Bahasa Indonesia saja.
XV000790,kgv,In Mustafa esun rewet malamat paruo.,,,We went to get Mustafa's father to read the Thursday prayers.,,,,SN001224,Fajaria Yarkuran,Kita ambil Mustafa bapak bikin malam.
XV000791,kgv,Irjan esun fiberunat malaoukte lamutkaware.,,,Irjan's father turned over his fibre boat to scrape off the algae.,,,,SN001225,Fajaria Yarkuran,Irjan pu bapak kasih terbalik dia pu fiber kori lumut.
XV000792,kgv,Mat malelinde geǃ,,,Keep it still already!,,,,SN001227,Fajaria Yarkuran,Tahan dia tetap tidak!
XV000793,kgv,Gosaunet me maliap arepnerga mararet me ebon.,,,In the evening the golden rabbitfish enter the bay in schools.,,,,SN001228,Fajaria Yarkuran,Samandar papan itu kalau malam itu masuk di kolam dengan kawang.
XV000794,kgv,In erat maling tanbeskinat korotrot.,,,We moved the canoe on its side to slice the left side.,,,,SN001229,Fajaria Yarkuran,Kita kasih miring perahu irisiris dia pu sebelah kanan.
XV000795,kgv,Malkesi me ram nerunggo reidak.,,,"Of rabbitfish, there are many in the soft coral.",,,,SN001230,,Samandar itu banyak di dalam karang.
XV000796,kgv,Burhan me Tami esunat gonggunget me mama.,,,Burhan calls Tami's father uncle.,,,,SN001234,Fajaria Yarkuran,Burhan dia panggil Tami pu bapak om.
XV000797,kgv,Rajiba Riska esunat gonggunget me mama caun.,,,Rajiba calls Riska's father uncle.,,,,SN001236,Fajaria Yarkuran,Rajiba panggil Riska pu bapak itu om kecil.
XV000798,kgv,Ruslan ma Nadia esunat gonggunget me mama temun.,,,Ruslan calls Nadia's father uncle.,,,,SN001237,Fajaria Yarkuran,Ruslan panggil Nadia pu bapak itu om tua.
XV000799,kgv,Bayu esun et mulko mambaran.,,,Bayu's father stands next to the canoe.,,,,SN001238,Fajaria Yarkuran,Bayu pu bapak berdiri di pinggir perahu.
XV000800,kgv,Rajia emun me warun mambon.,,,Rajia's mother has coconuts.,,,,SN001239,Fajaria Yarkuran,Rajia pu mama dia pu kelapa ada.
XV000801,kgv,Sor mambon ye saerak?,,,Is there fish or not?,,,,SN001239,Fajaria Yarkuran,Ada ikan ka tidak?
XV000802,kgv,Wiseme Mamikaca kon watko ma ma he bot.,,,"Before, there was a Mamika/Kokonau person here but he left",,,,SN001240,Fajaria Yarkuran,Dulu itu orang Kokonau satu tinggal di sini tapi dia su pulang.
XV000803,kgv,Mamor me Suo me reidak.,,,At Suo there are many hornbills.,,,,SN001241,Fajaria Yarkuran,Burung tahun itu di Suo banyak.
XV000804,kgv,Manadu mu Pakpao parinda tumpuk konde ripi purap.,,,Taros they sell at Fakfak: one heap fifty thousand (rupiah).,,,,SN001244,Fajaria Yarkuran,Manadu dong jual di Fakfak itu satu tumpuk lima puluh ribu.
XV000805,kgv,Randa emun kofirat gareorta mang.,,,Randa's mother served bitter coffee.,,,,SN001245,Fajaria Yarkuran,Randa pu mama siram kopi tapi pahit.
XV000806,kgv,Wise me mu nasulaet me malikan mangmanggat napakiet.,,,"Before, if they danced, they had to use the gong.",,,,SN001247,Fajaria Yarkuran,Dulu itu dorang menari itu harus pakai gong.
XV000807,kgv,"Tami emun mu sorat anda, an tok manggang.",,,"Tami's mother gave me fish, I'm hanging it up first.",,,,SN001248,Fajaria Yarkuran,"Tami mama kasi saya ikan, saya masih gantung dia."
XV000808,kgv,Irjan dunun cicaun se garen.,,,Irjan's little sister already crawls.,,,,SN001249,Fajaria Yarkuran,Irjan pu saudara kecil su merayap.
XV000809,kgv,Manik tambang me Gowienet me mambon.,,,There are brush turkeys at Gowien.,,,,SN001254,Fajaria Yarkuran,Burung gosong itu di Tanah Besar baru ada.
XV000810,kgv,Maniktapuri Werneti osaet me mambon.,,,Up at Werneti there are crowned pigeons.,,,,SN001255,Fajaria Yarkuran,Di Werneti sana baru ada burung goura.
XV000811,kgv,Et newasta Dian taraun marua manyuor.,,,Dian's grandfather goes seawards to adjust the stranded canoe.,,,,SN001257,Fajaria Yarkuran,Dian pu tete pi di laut kasih betul perahu talempar.
XV000812,kgv,Onin esun mu keweun sengunara maorek.,,,Onin's father and family break down their house's roof.,,,,SN001258,Fajaria Yarkuran,Onin pu bapak dong rombak dong punya seng rumah.
XV000813,kgv,Ngais muapta sor kangun minunggo langgourta muaunat maouk.,,,"Ngais ate, a fish bone got stuck in her throat, she spit out her food.",,,,SN001259,Fajaria Yarkuran,Ngais dia makan la tulang ikan tasangku leher dia muntah makanan keluar.
XV000814,kgv,Bakri taraun pasa maraok eba na.,,,"Bakri's grandfather crushes his rice, then eats.",,,,SN001262,Fajaria Yarkuran,Bakri pu tete kasih hancur nasi baru makan.
XV000815,kgv,Binkur esun sadawaunat watko maraouk ma koi bo tompat kabasko sanggara.,,,"Binkur's father stored his machete here, then he went to look (for it) somewhere else.",,,,SN001263,Fajaria Yarkuran,Binkur pu bapak dia taruh parang di sini dia pi cari di tempat lain.
XV000816,kgv,An erara mararak.,,,I'm putting the canoe on land.,,,,SN001264,Fajaria Yarkuran,Saya kasih kering perahu.
XV000817,kgv,Nina Ruslan taraun me liti marau kon tanunggo.,,,Granny Ruslan's grandmother has a golden bracelet on her arm.,,,,SN001265,Fajaria Yarkuran,Nenek Ruslun itu pu gelang emas satu di tangan itu.
XV000818,kgv,Tami emun Tomi kieun Mayor kieun me loska marmar.,,,"Tami's mother, Tomi's wife and Mayor's wife are walking to the dock.",,,,SN001266,Fajaria Yarkuran,Tami mama Tomi mae tua Mayor mae tua dong jalan di jembaten.
XV000819,kgv,Bakri emun anat marok ma toni sor saerak ba mambon.,,,"Bakri's mother fooled me, she said there is no fish but there is.",,,,SN001267,Fajaria Yarkuran,Bakri mama bual saya dia bilang tidak ada tapi ada.
XV000820,kgv,Alam emun mu distrikara marua.,,,Alam's mother and family go seawards from the mainland.,,,,SN001268,Fajaria Yarkuran,Alam pu mama dorang dari distrik pi di laut.
XV000821,kgv,Tami emun welemarum deba.,,,Tami's mother is slicing vegetables.,,,,SN001269,Fajaria Yarkuran,Tami pu mama iris sayur.
XV000822,kgv,Nabil marur mat paruo.,,,Nabil is plagued by mucus.,,,,SN001270,Fajaria Yarkuran,Nabil ingus bikin dia.
XV000823,kgv,Mas me osun iriskapte.,,,Mas has a white beach.,,,,SN001271,Fajaria Yarkuran,Mas itu pu pasir putih.
XV000824,kgv,Randa emun mu dodon masa reba.,,,Randa's mother and family are drying clothes.,,,,SN001272,Fajaria Yarkuran,Randa pu mama dorang menjemur pakaian.
XV000825,kgv,Nyong esun rorara masak.,,,Nyong's father lifts wood.,,,,SN001273,Fajaria Yarkuran,Nyong pu bapak angkat kayu.
XV000826,kgv,Makassarsontum lukte masal narun paruo reba.,,,A Makassarese came to work with flying fish eggs.,,,,SN001274,Fajaria Yarkuran,Orang Makassar datang bikin telur ikan terbang.
XV000827,kgv,Unyil esun sadawak man masalaboung deba.,,,Unyil's father is cutting off the end of the machete handle.,,,,SN001275,Fajaria Yarkuran,Unyil pu bapak potong ulu parang lagi.
XV000828,kgv,Banda wilakara marmari masara.,,,Banda walks from the sea landwards.,,,,SN001276,Fajaria Yarkuran,Banda dari laut jalan piki di darat.
XV000829,kgv,Laka kieun padamualmasarut.,,,Laka's wife is tearing pandanus leaf.,,,,SN001277,Fajaria Yarkuran,Laka pu mae tua merobek daun tikar.
XV000830,kgv,Rahman masawin mat koraruo.,,,Rahman was bitten by a centipede.,,,,SN001278,Fajaria Yarkuran,Rahman kaki seribu gigit dia.
XV000831,kgv,Kisileng se bo torasunsaet pi komei sara maser reidak.,,,The sky is very clear; we look up and there are many stars.,,,,SN001279 ; SN002508,Fajaria Yarkuran,Langit bersih kitong lihat naik di atas bintang banyak.
XV000832,kgv,Kalis ourta masinul bo kewe nerunggo.,,,"It rains, dew (damp) comes into the houses.",,,,SN001282,Fajaria Yarkuran,Hujan turun embun masuk di dalam rumah.
XV000833,kgv,"Mustafa esun mu Masko gomasir, lek amdirun.",,,"Mustafa's father and friends are weeding at Mas, (at) the goat's garden.",,,,SN001283,Fajaria Yarkuran,"Mustafa pu bapak dorang pameri di Mas, kebun kambing."
XV000834,kgv,Sungsungan kareun se bo masok.,,,My pant's rope is tied too tight.,,,,SN001285,Fajaria Yarkuran,Saya pu celana pu tali su ikat mati.
XV000835,kgv,Kadera masoki meiǃ,,,Shove the chair over here!,,,,SN001286,Fajaria Yarkuran,Sorong kursi kamari.
XV000836,kgv,Mata sontum mahara.,,,A person from Fakfak is coming.,,,,SN001289,Fajaria Yarkuran,Orang Fakfak yang datang.
XV000837,kgv,Gosaunet me mata dimdim tanisa kerunggo reidak.,,,In the evening there are many fireflies in the tanisa plant.,,,,SN001291,Fajaria Yarkuran,Malam itu kunang-kunang banyak di pohon ketapang.
XV000838,kgv,Dela esun bo warta matan senara ramie.,,,Dela's father goes fishing and catches a matan sena fish.,,,,SN001292,Fajaria Yarkuran,Dela esun pigi pancing tapi dia tarik ikan mata.
XV000839,kgv,Tamandi Arel sepedaunat matur.,,,Tamandi caused Arel's bike to fall.,,,,SN001293,Fajaria Yarkuran,Tamandi kasih jatuh Arel pu sepeda.
XV000840,kgv,Ror wa me maulcien.,,,This wood is bent.,,,,SN001296,Fajaria Yarkuran,Kayu ini bengkok.
XV000841,kgv,Ma tanunat taikoni maulmani saran.,,,He bends one arm up.,,,,SN001297,stim44 32.1,Dia pu tangan sebelah dia bengkok naik.
XV000842,kgv,Ladan wa me kainun mawal.,,,This shirt's cloth is thick.,,,,SN001298,Fajaria Yarkuran,Baju ini dia pu kain tebal.
XV000843,kgv,An minda ur koukoura an narasa mawin.,,,"I sleep, the wind blows and I feel good.",,,,SN001299,Fajaria Yarkuran,Saya tidaur la angin tiuptiup saya rasa enak.
XV000844,kgv,Tamandi emun sor sirara mayilma.,,,Tamandi's mother is flipping salted fish.,,,,SN001300,Fajaria Yarkuran,Tamandi pu mama dia bela-bale ikan garam.
XV000845,kgv,Ladan me rasa.,,,That shirt is nice.,,,,SN001301,Fajaria Yarkuran,Baju itu bagus.
XV000846,kgv,Pi wa me soui reba.,pi\twa\tme\tsou\t=i\treba\t.,1PL.IN\tPROX\tTOP\tslide\t=PLNK\tPROG\t,"As for us here, we just slide.",,,,SN001302,narr44 429.1,Kitorang ini sial lagi.
XV000847,kgv,Nazuwa ladanun giarten met mecuan.,,,Nazuwa put her new shirt away.,,,,SN001303,Fajaria Yarkuran,Nazuwa simpan dia pu baju baru itu.
XV000848,kgv,Kibiska bo wilaoet me mel puraman?,,,From the shore to the sea how many miles is it?,,,,SN001306,Fajaria Yarkuran,Dari darat sampai di laut berapa mil?
XV000849,kgv,Sikan sara Kalamang emun melebor.,,,A cate came up and Kalamang's mother got rid of it.,,,,SN001308,Fajaria Yarkuran,Kucing naik Kalamang mama kasih keluar
XV000850,kgv,Esa desa mu melalu garung.,,,The village head's family sat chatting.,,,,SN001309,Fajaria Yarkuran,Bapak desa dorang duduk cerita.
XV000851,kgv,Mena muat metko nawanggarte.,,,Later wait for them there.,,,,SN001310,Fajaria Yarkuran,Nanti tunggu dorang di situ.
XV000852,kgv,Suolca he bes? O bes mera.,,,"Is your back fine again? Oh, of course it is.",,,,SN001317,Fajaria Yarkuran,Kau pu belakang su baik? Baik sudah mu.
XV000853,kgv,Rustam taraun merar kon kanggir pulunggo.,,,Rustam's grandmother has a mole on her eyelid.,,,,SN001318,Fajaria Yarkuran,Rustam pu nenek tahi lalat satu di dia pu kening mata.
XV000854,kgv,Kiba esun warat Kuea merengguen.,,,Kiba's father is collecting coconuts at Kuek.,,,,SN001320,Fajaria Yarkuran,Kiba pu bapak kumpul kelapa di Kuek.
XV000855,kgv,Bobi taraun me mesanun tok saerak.,,,Bobi's grandfather's gravestone isn't there yet.,,,,SN001322,Fajaria Yarkuran,Bobi pu tete itu pu messa belum ada.
XV000856,kgv,Saya sor mesangunat di kolko.,,,I take away the fish's gills.,,,,SN001323,Fajaria Yarkuran,Saya kasih keluar ikan pu insang.
XV000857,kgv,Pasa wa me in nara mesang.,,,This rice tastes like pulp.,,,,SN001324,Fajaria Yarkuran,Nasi ini kitong makan rasa ampas.
XV000858,kgv,Ror tem ma me he metko.,,,A tree stem is lying there.,,,,SN001326,Fajaria Yarkuran,Kayu batang itu su di situ.
XV000859,kgv,Mena pak eir Elinbon esunbon se koi mia.,,,"Later, in February, Eline and her father come.",,,,SN001327,Fajaria Yarkuran,Nanti bulan dua itu Elin dengan dia pu bapak datang.
XV000860,kgv,An ladananat miabesi paruotkin.,,,I want to make that many clothes for myself.,,,,SN001328,Fajaria Yarkuran,Saya mau bikin saya pu baju banyak begini.
XV000861,kgv,Tumun se bo teimun miarip.,,,The kid has become this big.,,,,SN001329,Fajaria Yarkuran,Anak su jadi besar begini.
XV000862,kgv,Kalis bara tong inggon se bo mikon.,,,"The rain falls, our barrel is full.",,,,SN001332,Fajaria Yarkuran,Hujan turun kitong pu tong sudah penuh.
XV000863,kgv,Hawa tumunun se min.,,,Hawa's child sleeps.,,,,SN001333,Fajaria Yarkuran,Hawa pu anak suda tidur.
XV000864,kgv,Minan ning.,,,My liver/adam's apple/throat hurts.,,,,SN001334,Fajaria Yarkuran,Saya pu sakit hati.
XV000865,kgv,Minan karaok.,,,My heart is broken.,,,,SN001334,Fajaria Yarkuran,Saya pu hati hancur.
XV000866,kgv,Kalamang emun toni ma perat nanet me minarun ning.,,,Kalamang's mother says if she drinks water her adam's apple hurts.,,,,SN001335,Fajaria Yarkuran,Kalamang mam bilang dia minum air itu tenggorokan sakit.
XV000867,kgv,Faisal emun me mindi don bolonet me ma he kademor.,,,"Faisal's mother is like that, if there is a small thing she is mad.",,,,SN001336,Fajaria Yarkuran,Faisal pu mama barang sedikit itu dia su marah.
XV000868,kgv,Faisal emun mua mingparin.,,,Faisal's mother and family sell oil.,,,,SN001337,Fajaria Yarkuran,Faisal pu mama dorang yang jual minyak.
XV000869,kgv,Minggalorun me kotur.,,,His sleeping area is dirty.,,,,SN001338,Fajaria Yarkuran,Dia punya tempat tidur kotor.
XV000870,kgv,Unyil esun me minet me ma he minggaruk.,,,"Unyil's father, if he sleeps, he snores.",,,,SN001339,Fajaria Yarkuran,Unyil pu bapak itu kalu dia su tidur itu su mendengkur.
XV000871,kgv,Mingtunan saerak.,,,I don't have frying oil.,,,,SN001342,Fajaria Yarkuran,Saya pu minyak goreng tidak ada.
XV000872,kgv,Manado mu he serie Mayor kokok mintolma.,,,Manado and his family ordered Mayor to slaughter a chicken.,,,,SN001343,Fajaria Yarkuran,Manado dong suruh Mayor potong ikan.
XV000873,kgv,Ladeka tumunun misilmisil kerunggo gare.,,,Ladeka's child is crawlying on the cement floor.,,,,SN001349,Fajaria Yarkuran,Ladeka pu anak merayap di atas semen.
XV000874,kgv,Suci mok nerunggoa perna.,,,Suci drinks water from a mug.,,,,SN001352,Fajaria Yarkuran,Sucia minum air di mok.
XV000875,kgv,Tami esun bo rompunggara momarat goyang.,,,Tami's father goes to the floating fish lure to shake momar fish (to use as bait).,,,,SN001353,Fajaria Yarkuran,Tami pu bapak pigi goyang momar di rompung.
XV000876,kgv,Nabil esun me fiberun mon.,,,Nabil's father has a quick fibre boat.,,,,SN001354,Fajaria Yarkuran,Nabil bapak pu fiber itu laju.
XV000877,kgv,Alun me monkaret.,,,Alun is lazy.,,,,SN001355,Fajaria Yarkuran,Alun itu malas.
XV000878,kgv,Wie yume tok mor.,,,That mango is still sour.,,,,SN001356,Fajaria Yarkuran,Mangga itu masih asam.
XV000879,kgv,An sorat pasor ba an tok mormor.,,,I fried fish but I still hide it.,,,,SN001358,Fajaria Yarkuran,Saya goreng ikan tapi saya masih sembunyi.
XV000880,kgv,Desi me mososor.,,,Desi is diligent.,,,,SN001360,Fajaria Yarkuran,Desi itu rajin.
XV000881,kgv,Wa me se mosun sayang.,,,This is nutmeg season.,,,,SN001361,Fajaria Yarkuran,Ini sudah musim pala.
XV000882,kgv,Mu distrikara marua.,,,They come from the mainland.,,,,SN001363,Fajaria Yarkuran,Mereka dari distrik yang datang.
XV000883,kgv,Dalima sara mijie ba Sakina mu tok muap.,,,Dalima goes up to buy noodles but Sakina and family are still eating.,,,,SN001364,Fajaria Yarkuran,Dalima naik beli mi tapi Sakina dong masih makan.
XV000884,kgv,Kiaba me muap sabur reidak.,,,At Kiaba there are many sago trees.,,,,SN001366,Fajaria Yarkuran,Di Kiaba itu pohon tumang (sagu) banyak.
XV000885,kgv,Muap sabur kunun bolodak.,,,There is just a little bit of sago flour.,,,,SN001367,Fajaria Yarkuran,Isi tumung sedikit saja.
XV000886,kgv,Muap sabur sangganun me reidak.,,,There are many sago grubs.,,,,SN001368,Fajaria Yarkuran,Ulat sagu itu banyak.
XV000887,kgv,"Mu Randa emun mukonggo muawaruo, rorap teirkinde.",,,"They are cooking at Randa's mother's, they are making a foundation.",,,,SN001370,Fajaria Yarkuran,Dorang bikin makanan di Randa mama dorang. Dorang bikin fundasi.
XV000888,kgv,Burhan toni ma he muawese.,,,Burhan says he's hungry.,,,,SN001371,Fajaria Yarkuran,Burhan bilang dia su lapar.
XV000889,kgv,Tumtum yargi wiat mudi.,,,The kids are throwing stones at the mangos.,,,,SN001373,Fajaria Yarkuran,Anak-anak lempar mangga pakai batu.
XV000890,kgv,Tompat ma me muin.,,,That is their place.,,,,SN001375,Fajaria Yarkuran,Tempat itu dorang punya.
XV000891,kgv,Mu kolaka bore yecie mu he muisese.,,,"They come back from the mountain, they are hungry.",,,,SN001376,Fajaria Yarkuran,Dorang pigi di gunung durang su pulang lapar-lapar.
XV000892,kgv,Mustafa esuna mojin.,,,Mustafa's father is the muezzin.,,,,SN001377,Fajaria Yarkuran,Mustafa pu bapak yang mujin.
XV000893,kgv,Dian taraun bo wienara muk teba.,,,Dian's grandmother is going to throw a fishing line.,,,,SN001378,Fajaria Yarkuran,Dian pu nenek pigi lego tadi.
XV000894,kgv,Salima mambara kadenunara muk.,,,Salima stands rocking her body.,,,,SN001379,Fajaria Yarkuran,Salima berdiri goyang dia pu badan.
XV000895,kgv,Rehan sukaun botnin ma nakalunara muk.,,,"Rehan doesn't want to go, he shakes his head.",,,,SN001379,Fajaria Yarkuran,Rehan tidak mau pigi dia angguk dia pu kepala.
XV000896,kgv,Jikri mu bo sarim mukmuk teba.,,,Jikri and his friends go rock the guava.,,,,SN001381,Fajaria Yarkuran,Jikri dong pigi goyang-goyang jambu.
XV000897,kgv,Mulerca ning.,,,Your waist is ill.,,,,SN001383,Fajaria Yarkuran,Kau pu pinggang sakit.
XV000898,kgv,Mulun owanggara ma mara.,,,He comes from that side.,,,,SN001385,Fajaria Yarkuran,Dia masuk dari sebelah sana.
XV000899,kgv,Sor yume se mun.,,,This fish is rotten.,,,,SN001387,Fajaria Yarkuran,Ikan itu sudah busuk.
XV000900,kgv,Faisal emun mu me mun reidak.,,,Faisal's mother has many limes.,,,,SN001388,Fajaria Yarkuran,Faisal pu mama dorang itu lemon banyak.
XV000901,kgv,Sundus kieun me mun reidak.,,,Sundus' wife has many lice.,,,,SN001389,Fajaria Yarkuran,Sundus pu mae tua itu kutu banyak.
XV000902,kgv,Kamun koyalin!,ka\t-mun\tkoyal\t=in\t!,2SG\tPROH\tdisturb; mix\t=PROH\t,Don't touch!,,,,SN001390,conv9 165.1,Jangan ganggu!
XV000903,kgv,Anan mun sunsun mambon.,,,I have nits.,,,,SN001391,Fajaria Yarkuran,Saya lagi pu telur kutu ada.
XV000904,kgv,Kalamang esun mu Munak osatko.,,,Kalamang's father and family are up at Munak.,,,,SN001392,Fajaria Yarkuran,Kalamang pu bapak dong di Teporat.
XV000905,kgv,Moktar mu muninggara bo sayangsara.,,,Moktar and family went to the west side to harvest nutmeg.,,,,SN001394,Fajaria Yarkuran,Moktar dorang pigi di sebelah barat panjat pala.
XV000906,kgv,In Parar muninunggo botkin.,,,We want to go to the westside of Fatar.,,,,SN001394,Fajaria Yarkuran,Kita mau pi di Fatar pu sebelah barat.
XV000907,kgv,Unyil mu munmun owatko.,,,Unyil and family are searching for fleas over there.,,,,SN001395,Fajaria Yarkuran,Unyil dong cari kutu di sana.
XV000908,kgv,In taramur pangga erare.,in\t*tara\t-mur\tpang\t-ga\tera\t-re\t.,1PL.EX\tgrandchild; grandparent\tPL\tsummit\tLAT\tmove.up\tNFIN\t,We went up to the forefathers' peak.,,,,SN001396,narr29 133.1,Kitong naik di puncak tete oyang.
XV000909,kgv,Muradik tumununa kon.,,,The imperial pidgeon has one chick.,,,,SN001397,Fajaria Yarkuran,Burung pergam pu anak satu.
XV000910,kgv,Lempuang tumun me murkumkum metko amkeit.,,,On the small island a pigeon laid eggs.,,,,SN001399,Fajaria Yarkuran,Pulau kecil itu burung pombo bertelur di situ.
XV000911,kgv,Mursambuk etkon lalat.,,,An imperion pidgeon died.,,,,SN001400,Fajaria Yarkuran,Burung pergam satu ekor mati.
XV000912,kgv,An wieara mus teba.,,,I'm eating a mango.,,,,SN001401,Fajaria Yarkuran,Saya makan mangga pakai gigi.
XV000913,kgv,Musing me kunun iriskap.,,,The leopard torpedo has white flesh.,,,,SN001402,Fajaria Yarkuran,Ikan pari itu pu isi putih.
XV000914,kgv,Mustika me watko saerak.,,,There are no pearl-shells here.,,,,SN001403,Fajaria Yarkuran,Mutiara itu di sini tidak ada.
XV000915,kgv,Pi timunat kowarman.,pi\ttimun\t=at\tkowarma\t-n\t.,1PL.IN\tedge; tip\t=OBJ\tbreak; fold\tN\t,We break off the tips.,,,,SN001406,conv20 534.1,Kita pata dia pu ujung.
XV000916,kgv,Ketanana wa esanana wa.,ketan\t-an\t=a\twa\tesa\t-n\t-an\t=a\twa\t.,parent in law; child in law\t1SG.POSS\t=FOC\tPROX\tfather; adult man; uncle\tN\t1SG.POSS\t=FOC\tPROX\t,"This is my parent in law, this is my father.",,,,SN001407,narr4 40.1,"Ini saya pu bapak mantu, ini saya pu bapak."
XV000917,kgv,An kukisara na.,,,I'm eating cake.,,,,SN001408,Fajaria Yarkuran,Saya makan kue.
XV000918,kgv,Sikan don met naberuai bara.,,,The cat is dropping that thing.,,,,SN001413,Fajaria Yarkuran,Kucing kasih jatuh barang itu turun.
XV000919,kgv,Wis me an nabestai karajangnin.,,,Yesterday I didn't work well.,,,,SN001414,Fajaria Yarkuran,Kemaring saya tidak kerja dengan baik.
XV000920,kgv,"Nabestai bot eh, kirim salam muonggo!","nabestai\tbo\t-t\teh\t,\tkirim\tsalam\tmu\t-onggo\t!",well\tgo\tT\ttag\t\tsend\t\t3PL\tAN.LOC\t,"Be careful on your way, greet at home!",,,,SN001415,Overheard,"Hati-hati di jalan, kirim salam di dorang!"
XV000921,kgv,Sontum Utun me muraina kadoat nadadi.,,,Butonese people weave their own sarongs.,,,,SN001421,Fajaria Yarkuran,Orang Buton itu dong sendiri tenun kain.
XV000922,kgv,Bayu esun Bayuat nafafat.,,,Bayu's father slaps Bayu.,,,,SN001425,Fajaria Yarkuran,Bayu pu bapak tampar Bayu.
XV000923,kgv,Mayor nafikir leng wa me beset.,,,Mayor thinks this village is good.,,,,SN001426,Fajaria Yarkuran,Mayor pikir kampung ini baik saja.
XV000924,kgv,Pasa jatat mu yapta tok naharen.,,,The divided the rice and there were leftovers.,,,,SN001430,Fajaria Yarkuran,Dorang bagi jata beras tapi masih ada sisa.
XV000925,kgv,Naiar me watko saerak.,,,There are no lontar palms here.,,,,SN001433,Fajaria Yarkuran,Pohon lontar itu tidak ada di sini.
XV000926,kgv,Kahamin me tengtengun nain lolokap.,,,That bird has feathers like leaves.,,,,SN001434,Fajaria Yarkuran,Burung itu pu bulu-bulu macam daun-daun.
XV000927,kgv,An nakmelelu reba.,,,I'm just sitting.,,,,SN001437,Fajaria Yarkuran,Saya duduk saja o.
XV000928,kgv,Rukmana emun tumunun cicaun kaborun nakabung.,,,Rukmana's mother's small child has stomach cramps.,,,,SN001438,Fajaria Yarkuran,Rukmana pu mama pu anak kecil poro sesak.
XV000929,kgv,Suci emun nakal ning deba.,,,Suci's mother has a headache.,,,,SN001440,Fajaria Yarkuran,Suci mama pu kepala sakit.
XV000930,kgv,Halim tumunun nakal pokpok tok karanin.,,,Halim's kid's fontanelle isn't hard yet.,,,,SN001441,Fajaria Yarkuran,Halim pu anak dia pu ubun-ubun belum keras.
XV000931,kgv,Jafaris me toni ladanun me nakacuk teba.,,,"Jafaris said he wants to rub his shirt. (He wants to wash without using a brush, just by rubbing.)",,,,SN001443,Fajaria Yarkuran,Jafaris itu dia bilang dia pu baju itu kucak saja.
XV000932,kgv,In kapasat jien eba perko nakucak.,,,We get cotton and then rub it in water.,,,,SN001443,Fajaria Yarkuran,Kita ambil kapas baru kucak di dalam air.
XV000933,kgv,Unyil emun Unyil esunat korunat naladur.,,,Unyil's mother massages Unyil's father's foot.,,,,SN001445,Fajaria Yarkuran,Unyil mama pijit Unyil bapak pu kaki.
XV000934,kgv,Rustam kokoun nalat.,,,Rustam's chicken is dead.,,,,SN001446,Fajaria Yarkuran,Rustam pu ayam mati.
XV000935,kgv,Salima emun lenggalengga naloli minggi sor kuarkin.,,,"Salima's mother is pestling chilli, she wants to cook fish with that.",,,,SN001447,Fajaria Yarkuran,Salima pu mama giling rica mau masak ikan.
XV000936,kgv,Kaliset me Aina emun kewe anggasun me per nam.,,,If it rains the water in front of Aina's mother's house puddles.,,,,SN001449,Fajaria Yarkuran,Kalau hujan itu di muka ruma Aina pu mama dong itu terganang air.
XV000937,kgv,Saleha namun Kiabangga bot.,,,Saleha's husband went to Kiaba.,,,,SN001450,Fajaria Yarkuran,Saleha pu laki pigi di Kiaba.
XV000938,kgv,Tamandi emun toni ma sor met namakin.,,,Tamandi's mother said she was creeped out by that fish.,,,,SN001451,Fajaria Yarkuran,Tamandi pu mama bilang di geli ikan itu.
XV000939,kgv,Yar posun namani bot.,,,The stone hole is deep.,,,,SN001452,Fajaria Yarkuran,Lubang batu pi dalam.
XV000940,kgv,"Naman ba me? Geo, Kalamang mu ba.",,,"Who's that? Oh, just Kalamang and family.",,,,SN001453,Fajaria Yarkuran,"Siapa dorang itu? Tidak o, Kalamang dorang."
XV000941,kgv,Emumur lepalepanggi yali namasawuot.,,,The women are racing in small wooden canoes.,,,,SN001456,Fajaria Yarkuran,Mama-mama dong manggurebi dengan koli-koli.
XV000942,kgv,Alun ladanunat namasuk Jikri kongga.,,,Alun gave back his shirt to Jikri.,,,,SN001457,Fajaria Yarkuran,Alun kasih kembali baju di Jikri.
